2025-05-30 17:22:29,155 - INFO - Starting Procify application
2025-05-30 17:22:29,155 - INFO - Initializing ProcessVisualizer
2025-05-30 17:22:29,799 - INFO - Starting process visualization
2025-05-30 17:22:30,586 - INFO - Initial process node created - PID: 0, Name: System Idle Process, Memory: 0.0%
2025-05-30 17:22:30,627 - INFO - Initial process node created - PID: 4, Name: System, Memory: 0.0%
2025-05-30 17:22:30,666 - INFO - Initial process node created - PID: 4100, Name: IPROSetMonitor.exe, Memory: 0.0%
2025-05-30 17:22:30,720 - INFO - Initial process node created - PID: 7172, Name: conhost.exe, Memory: 0.0%
2025-05-30 17:22:30,747 - INFO - Initial process node created - PID: 8196, Name: audiodg.exe, Memory: 0.1%
2025-05-30 17:22:30,795 - INFO - Initial process node created - PID: 8, Name: WUDFHost.exe, Memory: 0.1%
2025-05-30 17:22:30,813 - INFO - Initial process node created - PID: 1032, Name: Acrobat.exe, Memory: 0.9%
2025-05-30 17:22:30,849 - INFO - Initial process node created - PID: 3088, Name: esif_uf.exe, Memory: 0.0%
2025-05-30 17:22:30,896 - INFO - Initial process node created - PID: 11280, Name: SupportAssistAgent.exe, Memory: 1.4%
2025-05-30 17:22:30,934 - INFO - Initial process node created - PID: 2068, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:30,962 - INFO - Initial process node created - PID: 6168, Name: AcroCEF.exe, Memory: 0.5%
2025-05-30 17:22:30,979 - INFO - Initial process node created - PID: 1572, Name: Acrobat.exe, Memory: 0.2%
2025-05-30 17:22:31,026 - INFO - Initial process node created - PID: 2084, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:31,085 - INFO - Initial process node created - PID: 2092, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,138 - INFO - Initial process node created - PID: 3116, Name: EvtEng.exe, Memory: 0.1%
2025-05-30 17:22:31,174 - INFO - Initial process node created - PID: 4140, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:31,214 - INFO - Initial process node created - PID: 4652, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:31,260 - INFO - Initial process node created - PID: 560, Name: fontdrvhost.exe, Memory: 0.0%
2025-05-30 17:22:31,300 - INFO - Initial process node created - PID: 1584, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:31,348 - INFO - Initial process node created - PID: 12332, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,394 - INFO - Initial process node created - PID: 17972, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,412 - INFO - Initial process node created - PID: 4152, Name: firefox.exe, Memory: 3.7%
2025-05-30 17:22:31,452 - INFO - Initial process node created - PID: 13880, Name: DDVRulesProcessor.exe, Memory: 0.1%
2025-05-30 17:22:31,472 - INFO - Initial process node created - PID: 14904, Name: AcroCEF.exe, Memory: 0.4%
2025-05-30 17:22:31,495 - INFO - Initial process node created - PID: 1596, Name: firefox.exe, Memory: 0.1%
2025-05-30 17:22:31,541 - INFO - Initial process node created - PID: 4156, Name: MpDefenderCoreService.exe, Memory: 0.1%
2025-05-30 17:22:31,581 - INFO - Initial process node created - PID: 576, Name: smss.exe, Memory: 0.0%
2025-05-30 17:22:31,629 - INFO - Initial process node created - PID: 2112, Name: svchost.exe, Memory: 0.0%
2025-05-30 17:22:31,650 - INFO - Initial process node created - PID: 13376, Name: firefox.exe, Memory: 1.4%
2025-05-30 17:22:31,697 - INFO - Initial process node created - PID: 1092, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,743 - INFO - Initial process node created - PID: 8260, Name: PresentationFontCache.exe, Memory: 0.1%
2025-05-30 17:22:31,766 - INFO - Initial process node created - PID: 9284, Name: firefox.exe, Memory: 1.5%
2025-05-30 17:22:31,789 - INFO - Initial process node created - PID: 12868, Name: conhost.exe, Memory: 0.0%
2025-05-30 17:22:31,796 - INFO - Initial process node created - PID: 13892, Name: firefox.exe, Memory: 0.6%
2025-05-30 17:22:31,816 - INFO - Initial process node created - PID: 14404, Name: DDVCollectorSvcApi.exe, Memory: 0.0%
2025-05-30 17:22:31,836 - INFO - Initial process node created - PID: 4684, Name: WMIRegistrationService.exe, Memory: 0.1%
2025-05-30 17:22:31,856 - INFO - Initial process node created - PID: 14928, Name: SecurityHealthService.exe, Memory: 0.1%
2025-05-30 17:22:31,874 - INFO - Initial process node created - PID: 16976, Name: NisSrv.exe, Memory: 0.1%
2025-05-30 17:22:31,894 - INFO - Initial process node created - PID: 596, Name: svchost.exe, Memory: 0.2%
2025-05-30 17:22:31,915 - INFO - Initial process node created - PID: 11348, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,959 - INFO - Initial process node created - PID: 1112, Name: svchost.exe, Memory: 0.1%
2025-05-30 17:22:31,997 - INFO - Initial process node created - PID: 3164, Name: conhost.exe, Memory: 0.0%
